Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Unnamed: 28
DOGTOOTH,DOGTOOTH,"Tyler, The Creator",27/03/2023,USQX92301932,"1,914","33,1",141377619,"54,114",7207419,66.0,20493982,"566,751","2,021",802527,4036849,29195879,23.0,49738,464.0,12.0,99533,8.0,3088380,1985,,387490,1.0,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,12/11/2021,USUG12103690,"1,912","33,1",842558786,"55,074",40675939,74.0,290178261,6813320,"169,911",110877621,743331968,25836314,86.0,1865,77.0,9.0,21290,24.0,9689583,25854,,827246,1.0,
"Srivalli (From ""Pushpa The Rise Part - 01"")","Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali,14/12/2021,INS182116113,"1,917","33,1",125396685,"6,443",2952745,55.0,672837687,6059733,,,,259045019,6.0,,,,,2.0,,,,118884,0.0,
Go Back (feat. Julia Church),Go Back (feat. Julia Church),John Summit,16/05/2024,USUG12402628,"1,913","33,1",12724701,"3,327",49830444,72.0,,,,,,,15.0,1880,7.0,14.0,1284887,39.0,180837,132,279597,71800,0.0,
Did It Again,Did It Again,Lil Tecca,24/07/2019,USUG11902664,"1,923",33,440181206,"87,099",9847312,69.0,109575448,1082713,"3,157",795005,7112170,96353373,15.0,148,67.0,12.0,14936,,22198717,31643,78581878,391268,1.0,
"Kalaastar (From ""Honey 3.0"")","Kalaastar (From ""Honey 3.0"") - Single",Yo Yo Honey Singh,15/10/2023,INZ031413795,"1,92",33,31193454,"2,61",1441921,,174795453,9673740,,,,,2.0,427,,,,9.0,,,,64971,0.0,
"Tshwala Bam (feat. S.N.E, EeQue)","Tshwala Bam (feat. S.N.E, EeQue)",TitoM,23/02/2024,ZA56E2415633,"1,927",33,30674267,"5,326",8199508,68.0,52613580,"674,511",,64953911,934535152,26918523,29.0,2894,,7.0,91885,15.0,,,,,0.0,
Firestone,Running Hits - 2015.02,Kygo,09/02/2015,SEBGA1400887,"1,928",33,1106264600,"144,992",42832108,71.0,1040406066,4527957,"19,634",5987576,44057930,156656689,205.0,42861,,106.0,894320,31.0,110972879,328237,,17246943,0.0,
Cheap Thrills,This Is Acting,Sia,29/01/2016,USRC11600201,"1,924",33,699374947,"88,85",23034012,72.0,1299039980,8755006,1070394,403707523,6409931590,584819588,264.0,265852,,106.0,1712547,11.0,,,,,0.0,
GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello),Maneskin,13/01/2023,ITB002200841,"1,925",33,239288183,"42,084",9541843,71.0,56033826,"823,483","274,3",20568859,206096023,22318374,34.0,38434,36.0,18.0,157940,20.0,2037712,2656,,1704066,1.0,
Meridian,Meridian,Dave,24/08/2023,GBUM72306716,"1,921",33,81911061,"28,74",4403115,3.0,56777570,"494,663","43,903",8852635,106000587,85442573,26.0,,,30.0,865583,20.0,,,798578,1019877,1.0,
Ten by Ten,Lazy Mechanics,Carrier,24/02/2023,UKMDH2100069,"1,929",33,"2,265",37,"2,401",1.0,374193651,1023665,,,,,,2,,,,,,,,51,0.0,
LOU LOU,LOU LOU - Single,Gabito Ballesteros,21/10/2023,USA2P2350242,"1,926",33,242519709,"18,76",16688762,,49878848,"310,358","48,6",7116059,79422764,,10.0,1,,11.0,13121412,9.0,2357958,1130,,329048,1.0,
Dangerous Woman,Dangerous Woman,Ariana Grande,11/03/2016,USUM71601826,"1,934","32,9",1120622892,"104,167",39070160,74.0,1005463648,10636477,1235857,67641088,533969522,175840192,90.0,25667,93.0,42.0,585777,10.0,251664382,168447,,4234563,0.0,
ON,MAP OF THE SOUL : 7,BTS,21/02/2020,QM4TX2001949,"1,939","32,9",452491920,"26,714",19212443,64.0,945639729,27589023,"216,482",65951308,359662248,133249553,20.0,9325,15.0,8.0,242090,13.0,2482890,34459,,1247966,0.0,
Problem,The Edge (Mixed By G-Wizard & DJ Nino Brown),Ariana Grande,01/01/2014,USUM71405403,"1,93","32,9",863631428,"84,796",36693869,70.0,1514451986,7876147,"10,083",14796760,108204850,534765125,113.0,48871,713.0,59.0,486595,32.0,512871964,260096,,8231077,0.0,
SUPERMODEL,SUPERMODEL,Maneskin,13/05/2022,ITB002200385,"1,936","32,9",308183607,"57,988",30736731,64.0,29232672,"460,66","145,29",31480770,401636873,65010,70.0,175801,629.0,52.0,355125,32.0,20536894,2578,,2354432,0.0,
Don't Call Me Up,Ivy To Roses (Mixtape),Mabel,18/01/2019,GBUM71808052,"1,935","32,9",1016283394,"103,794",41086368,68.0,460509010,3376276,"37,205",3774501,45585575,523334750,192.0,198355,,321.0,1173680,31.0,61750382,29039,,9406511,0.0,
Bodak Yellow,Bodak Yellow,Cardi B,16/06/2017,USAT21701762,"1,932","32,9",894360950,"99,27",29301256,66.0,73078701,"913,44",2055066,42674347,324949762,2201124,247.0,65706,175.0,41.0,164358,48.0,361926303,556695,,6520985,1.0,
Latch,Settle,Disclosure,01/01/2013,GBUM71302810,"1,933","32,9",1017438306,"174,201",45341736,71.0,569083040,3417150,"202,721",80786067,568058521,162617345,219.0,25714,239.0,105.0,1023099,72.0,346547845,609122,43896113,15182802,0.0,
Mourning,Mourning,Post Malone,19/05/2023,USUM72306015,"1,938","32,9",160305133,"35,523",3552008,62.0,51153469,"760,977","7,354",3026171,44574455,152388969,54.0,10192,916.0,6.0,99943,9.0,49591623,4402,,437969,1.0,
300 Noches,300 Noches,Belinda,25/04/2024,MXF152301940,"1,937","32,9",51637997,"2,09",37145336,78.0,17476503,"309,492",,,,2635352,7.0,2208,,8.0,1175213,16.0,12157,90,1427,131747,1.0,
How Do You Sleep?,How Do You Sleep?,Sam Smith,19/07/2019,GBUM71902381,"1,931","32,9",972593978,"84,347",25942681,62.0,489662988,4540879,"29,484",5267198,36540464,615432219,130.0,125065,67.0,39.0,924090,32.0,114575260,48374,842361,5795814,0.0,
BAIXO,BAIXO,xxanteria,19/09/2023,QZS7J2358214,"1,942","32,8",101938916,"14,123",13264777,,65544713,"996,619","385,086",61673120,613007025,21795577,1.0,,,,,,,,,436098,0.0,
Asylum,Avana (Deluxe),Olivetheboy,01/03/2024,USQX92400566,"1,94","32,8",4792243,518,3436044,64.0,3218219,"32,702","426,6",5937072,67702628,,16.0,79,,2.0,5829,7.0,,,3489,480872,0.0,
American Boy (No Rap Version),American Boy (Remixes 2024) - Single,Estelle,22/05/2024,QM7YK2300245,"1,941","32,8",12102307,2,"9,001",,,,,,,,,,,,,,,,,1123232,0.0,
ceilings,five seconds flat,Lizzy McAlpine,08/04/2022,GBKPL2280163,"1,944","32,8",540382129,"67,808",85710040,76.0,33922247,"572,58","681,271",330884076,2631370364,237035026,76.0,24819,558.0,31.0,1893859,58.0,5849073,5565,3195140,1224138,0.0,
Love On The Brain,ANTI (Deluxe),Rihanna,28/01/2016,QM5FT1600120,"1,943","32,8",1480311407,"162,952",72991098,78.0,1013766482,4126099,324,755438,2054878,6397841,134.0,65711,71.0,76.0,690982,46.0,,,,12739673,1.0,
HIBIKI,FALSO,Bad Bunny,13/10/2023,QMFME2364184,"1,948","32,7",160821035,"28,905",14456501,,30126694,"416,875",,17020,185582,36717,11.0,1127,,6.0,293259,10.0,2188466,230,,141377,1.0,
GATITAS SANDUNGUERAS VOL.1,GATITAS SANDUNGUERAS VOL.1,Alvaro Diaz,16/05/2024,USUM72401566,"1,946","32,7",41517704,"2,895",85480305,79.0,2080156,"61,973",,,,,22.0,641,,9.0,329482,25.0,256755,49,39407,62200,0.0,
Gangsta's Paradise,Gangsta's Paradise (25th Anniversary - Remastered),Coolio,25/09/2020,USTB12000152,"1,945","32,7",1675750095,506,"66,189",25.0,,,,,,,97.0,,,1.0,1689,9.0,539169583,334159,,,0.0,
Broccoli (feat. Lil Yachty),Broccoli (feat. Lil Yachty) - Single,DRAM,06/04/2016,USUYG1098775,"1,947","32,7",849055927,"131,131",22922803,58.0,464235914,3109287,"79,224",41047197,214959368,243279146,132.0,1110,,24.0,52127,2.0,325862117,772283,,4186604,1.0,
LOST!,"Right Place, Wrong Person",RM,24/05/2024,USA2P2421303,"1,958","32,6",31453044,763,32866636,80.0,8834117,1274824,,,,119265847,12.0,65,1.0,20.0,1287877,3.0,955083,13,,26633,1.0,
Stay (with Alessia Cara),Stay,Zedd,23/02/2017,USUM71700736,"1,949","32,6",1224136357,"115,858",34379868,70.0,545665182,3985831,"284,61",21865997,137040499,84724507,198.0,114985,318.0,62.0,801546,29.0,365285435,150299,,8721927,0.0,
YuNg BrAtZ,Revenge,XXXTENTACION,16/05/2017,USUYG1142051,"1,95","32,6",442472374,"85,567",16713395,68.0,99029913,1622141,"469,276",58969522,437018233,1895476,7.0,9,,,,1.0,24600240,32645,128221222,1002168,1.0,
"Saami Saami (From ""Pushpa The Rise Part - 01"")","Saami Saami (From ""Pushpa The Rise Part - 01"")",Sunidhi Chauhan,13/12/2021,INS182116086,"1,957","32,6",50831625,"3,101",1472504,49.0,684136410,3996864,,,,326017670,,1833,,,,1.0,,,,63424,0.0,
Facas - Ao Vivo,Diego & Victor Hugo Ao Vivo Em Sï¿½ï¿½o Paulo Vo,Diego & Victor Hugo,04/08/2022,BC29Q2200025,"1,954","32,6","278,318",114,"34,185",17.0,526506814,2040196,9,3218,61675,2231104652,,27,,,,,,,,,0.0,
Thoda Thoda Pyaar,Thoda Thoda Pyaar,Stebin Ben,12/02/2021,INZ031408749,"1,959","32,6",122853878,"12,736",2733790,,873576528,7386664,,,,158304094,1.0,418,,,,,,,,348168,0.0,
Black And Yellow,Black And Yellow,Wiz Khalifa,14/09/2010,USAT21001800,"1,96","32,6",636986949,"141,343",32621464,69.0,1110450147,6467597,"4,371",347404,5188475,160510966,62.0,2912,52.0,43.0,203419,2.0,380701728,1580301,,2807300,1.0,
SKEU SKEU (SPEED UP),SKEU SKEU (SPEED UP) (feat. Wilsko & 7ia) - Single,Jogga,20/09/2023,QZTAZ2365806,"1,956","32,6",18794730,"5,074","442,006",,36216795,"317,463",921,75074468,831341566,55373937,1.0,639,,1.0,9696,,,,,335476,0.0,
Sahara,Sahara,Hensonn,16/11/2021,QMDA72134986,"1,953","32,6",274961162,"80,3",27332775,67.0,196021271,2844570,"506,126",381369913,4719697686,4466903,18.0,707,,3.0,91280,6.0,,,,2819281,1.0,
"Leke Prabhu Ka Naam (From ""Tiger 3"")","Leke Prabhu Ka Naam (From ""Tiger 3"")",Pritam,23/10/2023,INY092300060,"1,952","32,6",31783195,"1,189",1483697,,172518289,1926806,,,,87239915,3.0,600,,1.0,584,12.0,404,,,41934,0.0,
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,08/02/2024,USUM72400408,"1,955","32,6",89513100,132,"63,75",,,,,,,,30.0,78325,,,,,,,,,0.0,
The Search,The Search,NF,30/05/2019,USUM71907048,"1,951","32,6",582823215,"115,214",15719606,69.0,362990075,5824758,"250,47",44853064,394839659,26175375,11.0,79,,9.0,39581,3.0,59968286,68918,19353209,3986033,0.0,
Save Me (with Lainey Wilson),Whitsitt Chapel,Jelly Roll,02/06/2023,QMRSZ2300371,"1,972","32,5",,,,,,,,,,,25.0,261843,,,,38.0,,,,1373958,0.0,
Tacos Gucci,Tacos Gucci - Single,Anuel AA,15/02/2024,QM4TW2467636,"1,97","32,5",31900914,"4,008",6510589,,61597694,"410,521",,,,654207667,7.0,2587,37.0,7.0,154742,13.0,1326891,389,306036,80932,1.0,
wiggy,wiggy,Young Miko,21/07/2023,QZXD92300012,"1,962","32,5",135841710,"22,636",7652807,61.0,53263040,"755,107","417,9",106714247,1221296456,7015965,12.0,10927,690.0,7.0,141200,39.0,868108,732,,404918,1.0,
Nxde,I love,(G)I-DLE,17/10/2022,KRA392200038,"1,969","32,5",242708368,"24,028",7729486,66.0,306925934,3817854,"1,937",4217193,28580589,190154577,12.0,3655,,4.0,38259,6.0,537228,1013,,452824,0.0,
Vaina Loca,Vaina Loca,Ozuna,28/06/2018,USXDR1800901,"1,963","32,5",818413674,"68,379",22527293,68.0,1084871772,3856569,"272,598",6087146,66017796,355660176,38.0,14367,204.0,34.0,178470,35.0,75922189,14002,,1916459,0.0,
Street Runner,Street Runner,Rod Wave,10/03/2021,USLD91730830,"1,961","32,5",163921357,"36,519",4018180,64.0,296510850,1746888,"55,925",13288490,64791187,273349430,22.0,3894,,3.0,61084,3.0,65254347,37085,31365926,806043,1.0,
Pure Water (with Migos),Pure Water (with Migos),Mustard,16/01/2019,USUM71823137,"1,971","32,5",726877512,"145,514",22684851,66.0,383840816,2770217,"69,287",15400639,126460343,30375764,69.0,1339,331.0,18.0,141232,7.0,199864715,95893,,3804674,1.0,
Ay Vamos,Superventas 2015,J Balvin,03/03/2014,MXUM71400922,"1,966","32,5",385438228,"51,062",16368668,68.0,2103164374,6262143,"79,2",6897061,55635484,271382865,54.0,10723,44.0,44.0,946232,18.0,258667098,98630,,4433372,0.0,
Samba de Malandro,Samba de Malandro,MC Paulin da Capital,14/03/2024,BXKG22400584,"1,967","32,5",44365910,"3,206",27886603,75.0,46212150,"373,922",,,,132492795,7.0,213,,16.0,9596479,16.0,,,,81711,1.0,
Entre las de 20,Entre las de 20,Bizarrap,02/04/2024,UYB282401008,"1,968","32,5",100182006,"4,826",49679476,78.0,16163441,"136,282",,,,,15.0,23,,6.0,1265160,10.0,48832,88,,164219,1.0,
We Found Love,Talk That Talk (Explicit),Rihanna,01/01/2011,USUM71115507,"1,965","32,5",1655539775,"219,739",111528796,79.0,1438850843,6775048,,141145,831485,188422282,318.0,192995,1.0,153.0,2524604,103.0,,,29410060,12779481,0.0,
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,22/06/2023,USAT22306162,"1,964","32,5",470358238,"7,198",2204206,51.0,,,,,,,1.0,182333,,3.0,13196,,,,,,0.0,
Shut up My Moms Calling,Shut up My Moms Calling - Single,Hotel Ugly,10/02/2020,TCAEQ2083509,"1,983","32,4",864865822,"155,446",25122611,82.0,119059085,1543311,"391,311",189326209,1722108635,4587987,3.0,1966,593.0,5.0,32782,13.0,1293279,6227,5129020,1727338,0.0,
Hell N Back,Hell N Back (Sped Up),Bakar,14/08/2019,GBARL1900848,"1,975","32,4",512194074,"180,81",58052469,71.0,31571952,"420,306","349,376",182982444,1524936587,305486,63.0,103595,183.0,27.0,5714062,51.0,7113666,18149,10609400,2988493,1.0,
Stand By Me (feat. Morgan Wallen),Almost Healed,Lil Durk,26/05/2023,USQX92303185,"1,978","32,4",132870060,"27,561",8424250,69.0,27715495,"361,926","39,7",4608976,62570724,174646320,36.0,7685,50.0,10.0,57855,35.0,60540256,16095,3089208,393651,1.0,
Wake Me Up (Remix),Dance Essentials 2,Nick White,01/04/2022,USY252283746,"2,192","32,4",2300429829,,,,,,,,,,,,,,,,,,,,0.0,
Yaad Piya Ki Aane Lagi,Yaad Piya Ki Aane Lagi,Neha Kakkar,16/11/2019,INS181905489,"1,976","32,4",86910140,"8,749",2989865,56.0,626799451,4573766,4178400,44359897,569000341,73990282,5.0,624,,,,7.0,,,,202049,0.0,
A-O-K,A-O-K,Tai Verdes,06/05/2021,USQX92101406,"1,982","32,4",389915082,"101,681",12962599,66.0,12456282,"162,382","787,994",412779417,3623326028,26683,57.0,67375,1665.0,9.0,48700,22.0,106214243,30063,,1518022,1.0,
Shotgun,Staying at Tamara's,George Ezra,23/03/2018,GBARL1701372,"1,98","32,4",930662973,"130,768",32965801,71.0,473069489,2566614,"217,933",11966552,114370699,78973996,142.0,141179,179.0,55.0,92980,36.0,84992691,124278,1225367,7331922,0.0,
Kiss Me,Songs of Sonder,Dermot Kennedy,02/09/2022,USUG12201963,"1,973","32,4",149237160,"22,036",6228907,65.0,60539963,"307,422","40,847",3087705,52556917,1935086543,39.0,262744,,22.0,662373,20.0,87697,147,,2868389,0.0,
COCO LOCO,COCO LOCO - Single,Maluma,08/06/2023,USSD12300235,"1,977","32,4",173609862,"23,712",20427970,63.0,74811822,"363,158",,,,86683187,53.0,54083,531.0,39.0,1196130,45.0,9667856,1396,,849055,0.0,
Sunny Day,Sunny Day,Matteo Rossanese,28/05/2021,QZHN92130190,"1,974","32,4","5,936",57,785,,,,5914142,1502758681,14730433978,,,,,,,,,,,122323,0.0,
"High Rated Gabru (From ""High Rated Gabru"")",High Rated Gabru,Guru Randhawa,04/07/2017,INS181701138,"1,981","32,4",37248788,"8,023",1580067,50.0,1900711176,10412989,,,,170150228,14.0,54,,,,2.0,,,,276435,0.0,
"I spoke to the devil in miami, he said everything would be fine",LOOK AT ME: THE ALBUM,XXXTENTACION,10/06/2022,USQX92202218,"1,979","32,4",42993944,"14,476",4616378,58.0,7064950,"182,381",813,579314,6574386,197936,,,,,,,13068280,13415,45955540,363684,0.0,
Goosebumps,Goosebumps,HVME,12/06/2020,TCAEW2040509,"1,999","32,3",495274429,"128,838",28968321,63.0,78671735,"609,58","94,4",23269837,354473655,92853363,120.0,80857,178.0,54.0,274741,10.0,143877755,33339,6654386,2916022,1.0,
Aigiri Nandini,Numinosum,Nagavalli,10/02/2023,QZFZ72331100,"1,998","32,3",,5,"4,173",,392842852,1919579,,,,796,,1,,,,,,,,7,0.0,
Rolex,Rolex,Ayo & Teo,15/03/2017,USSM11702948,"1,996","32,3",491634627,"75,806",13437276,62.0,188680059,1804608,9112818,78533802,541006747,451705,44.0,1858,72.0,21.0,174638,2.0,,,,4960587,0.0,
on one tonight,One of Wun,Gunna,10/05/2024,USAT22403441,"1,986","32,3",28658023,"4,184",26150391,77.0,3724826,"56,851",,,,381728,,1,3.0,,,,,,,,1.0,
You & Me - Rivo Remix,You & Me (Rivo Remix),Disclosure,22/12/2023,GBUM72310662,"1,995","32,3",76959761,"18,706",48962409,76.0,,,,,,,33.0,9669,,43.0,623021,24.0,511492,100,532586,958396,0.0,
Whiskey On You,Whiskey On You - Single,Nate Smith,06/05/2022,USRN12200053,"1,985","32,3",193854805,"33,972",7580172,68.0,24154881,"173,205","57,547",3681829,35905755,,25.0,238344,208.0,5.0,88296,19.0,125797090,5528,,466888,0.0,
NO,NO,Meghan Trainor,04/03/2016,USSM11600935,"1,988","32,3",614050155,"70,723",23190101,69.0,787010459,6661292,4283762,326320402,3071891173,227450378,78.0,3488,24.0,35.0,186523,16.0,178209474,158859,,8410179,0.0,
HP,HP,Maluma,01/03/2019,USSD11900034,"1,997","32,3",614313540,"55,782",18750996,64.0,978997170,4042367,"55,4",6033109,48469382,214374413,59.0,10446,125.0,42.0,318901,31.0,97555044,19082,,1887065,1.0,
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,18/08/2023,USRC12302098,2,"32,3",190634973,"37,824",13018777,79.0,12371887,"154,516",,,,,3.0,81,,10.0,94334,,254259,2120,,356345,1.0,
I'm a Mess,I'm a Mess,Bebe Rexha,15/06/2018,USWB11800739,"1,987","32,3",671869078,"64,411",10816170,65.0,686180183,6533684,2114156,21963781,184425042,464557294,5.0,35003,31.0,25.0,125171,17.0,161878295,106663,,,0.0,
Un Ratito,Un Verano Sin Ti,Bad Bunny,06/05/2022,QM6MZ2214879,"1,99","32,3",500671737,"57,541",10245525,70.0,204437602,1398859,"17,7",8267001,66367676,20223201,12.0,2271,,1.0,171943,1.0,29494305,3482,,796992,0.0,
Mamaw's House,Mamaw's House,Thomas Rhett,28/09/2023,QZRD92303824,"1,991","32,3",57956846,"10,382",8944865,,,,,60759,525525,,16.0,115837,64.0,1.0,1930,23.0,18146742,2716,486985,230880,0.0,
Sezen Aksu,#1 - EP,Lvbel C5,12/04/2024,FRX282404289,"1,993","32,3",46650884,"2,613",5693826,75.0,23179014,"100,874",,,,,8.0,412,,4.0,1584589,,,,,265109,0.0,
hotline (edit),hotline (edit),Billie Eilish,09/05/2023,USUM72307244,"1,984","32,3",366169549,"36,901",11637721,78.0,11642653,"461,148","41,401",33147084,242969046,128585394,5.0,,307.0,4.0,82543,6.0,195061,383,53581,3943258,0.0,
One More Night,Overexposed Track By Track,Maroon 5,01/01/2012,USUM71203514,"1,989","32,3",885944426,"129,982",34799834,73.0,1106757714,4773915,"288,627",65111526,469737119,1535620794,45.0,102020,188.0,33.0,207887,16.0,688852104,442226,11366528,10178659,0.0,
Can We Kiss Forever?,Can We Kiss Forever?,Kina,31/08/2018,QMPKX1823521,"2,001","32,2",634333924,"20,562",4363375,,,,9900000,607950276,7021777484,,,,,1.0,139,9.0,,,,,0.0,
Sigue,Sigue,Beny Jr,01/04/2022,ES71G2211486,"2,008","32,2",243125642,"77,523",7260157,74.0,173482368,"821,531",46,6590357,70560340,155923213,8.0,1551,,3.0,150930,2.0,,,1215112,,0.0,
Desconocidos,Desconocidos,Mau y Ricky,12/10/2018,USSD11800344,"2,006","32,2",757001327,"53,221",16642929,65.0,1178040262,4145589,"38,054",5064052,41170418,162026619,54.0,9445,10.0,30.0,526469,34.0,14506432,3848,,1295202,1.0,
After Party,Heaven Or Hell,Don Toliver,13/03/2020,USAT22001223,"2,005","32,2",706711575,"170,468",34103511,69.0,133159545,1623904,"379,039",144853884,1092802231,70837,70.0,17736,203.0,16.0,37040,11.0,11521920,46060,,1400011,1.0,
Fluxxwave,Fluxxwave,Clovis Reyes,07/05/2023,QZK6N2350050,"2,002","32,2",88673935,"17,012",6135810,69.0,171113686,2566181,"241,1",41298885,332392194,3165,1.0,,,1.0,128640,,,,,441367,0.0,
We Can't Stop,NOW: The Hits Of Summer 2014,Miley Cyrus,01/01/2013,USRC11300686,"2,003","32,2",970858824,"117,008",50397971,71.0,1310779877,7274419,"124,187",43040615,343153571,547445834,140.0,18341,72.0,72.0,459669,29.0,280783593,757349,906974,6946040,0.0,
Buy Dirt,Buy Dirt,Jordan Davis,21/05/2021,USUM72104058,"2,007","32,2",457254811,"51,641",18836339,77.0,26485095,"208,483","105,33",32037602,280557815,,34.0,207859,229.0,1.0,8054,27.0,180003324,55408,4893721,958724,0.0,
Las Morras,Las Morras,Peso Pluma,04/04/2023,QM4TX2378801,"2,004","32,2",253711656,"26,015",6838351,66.0,148812952,"859,486","21,8",6180710,79415641,294580381,17.0,547,5.0,3.0,197981,6.0,17906765,2707,,366772,1.0,
Mamichula - con Nicki Nicole,Atrevido,Trueno,23/07/2020,ARRWN2000010,"2,013","32,1",515582705,"65,906",17187107,76.0,606811318,5460826,"201,7",49875266,348605056,1343753328,51.0,4044,,31.0,406818,23.0,93316,727,,634470,0.0,
Fighting My Demons,A Great Chaos,Ken Carson,13/10/2023,USUM72314187,"2,015","32,1",97155109,"35,187",5011301,,4542549,"51,897",,5842047,55497007,,1.0,50,327.0,2.0,4987,2.0,332422,876,,275363,1.0,
FAKE LOVE,Love Yourself,BTS,24/08/2018,QM6MZ1886138,"2,01","32,1",800203170,"9,924",2885625,57.0,1349952981,25782597,,,,246145303,12.0,3,,2.0,160093,6.0,18035980,36158,,3351704,0.0,
The Sound Of Silence,The Sound of Silence (CYRIL Remix),Disturbed,01/01/2015,USRE11500180,"2,022","32,1",777947820,"135,133",20085121,70.0,1442138188,9765818,"102,483",24598507,297856843,718331276,18.0,53600,38.0,27.0,1748168,44.0,,,,,0.0,
Higher Power,Higher Power,Coldplay,07/05/2021,GBAYE2100379,"2,016","32,1",349603788,"52,095",26147738,63.0,137534459,1529839,"276,352",33048101,343629235,364653532,151.0,340644,85.0,49.0,833844,43.0,9120013,3235,116882,2591262,0.0,
The Perfect Girl,The Perfect Girl,Mareux,13/10/2019,QZF8N1986577,"2,018","32,1",402007889,"119,524",26655185,72.0,275482156,4928693,"306,798",257157857,2141282045,1265625,8.0,142,1.0,5.0,32615,7.0,3790292,6576,27342703,2706263,0.0,
Yeah! (feat. Lil Jon & Ludacris),Kings Of Crunk (Special Edition),USHER,01/01/2004,USAR10301423,"2,02","32,1",1307469137,"255,327",107143110,80.0,1200224642,8294174,"416,052",131333791,1599320816,163326719,289.0,261191,185.0,117.0,1991675,102.0,1147904698,651959,,15485233,0.0,
Swear to God (feat. Future),Swear to God (feat. Future),Tee Grizzley,10/05/2024,USAT22402999,"2,011","32,1",7785021,"1,971",22252657,1.0,3973551,"90,879",,,,381728,17.0,2,5.0,7.0,1406173,21.0,3918627,222,781307,57289,1.0,
Prohibidox,FELIZ CUMPLEOS FERXXO TE PIRATEAMOS EL,Feid,14/09/2022,USUM72217627,"2,012","32,1",289624210,"36,819",10542649,70.0,201168669,"890,146","348,887",29953518,298398790,2872779,27.0,10939,,13.0,376532,7.0,3469448,496,,465619,0.0,
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,14/04/2017,USUM71703088,"2,014","32,1",1343672718,"207,632",54635449,79.0,,,"276,521",31536387,221728131,,146.0,51323,,45.0,235755,38.0,466010009,134197,,5928064,1.0,
Joga o Bum Bum Tam Tam,Bum Bum Tam Tam,MC Fioti,14/06/2017,PTVI11700181,"2,019","32,1",191584138,"1,656","120,121",34.0,1924788325,15940525,,,,151086411,10.0,,,,,,9035349,7602,,,1.0,
Montagem Mysterious Game,Montagem Mysterious Game,LXNGVX,17/11/2023,QZTBF2315869,"2,021","32,1",139208438,"13,863",30279318,77.0,13279195,"355,386","277,6",50901731,599656685,,4.0,2,,,,,26279,87,,1167271,0.0,
soso,Boy Alone,Omah Lay,24/06/2022,USWB12201878,"2,017","32,1",167668390,"54,358",6297689,71.0,185746447,"988,971","341,092",38596515,984682218,15648576,44.0,15141,143.0,15.0,454362,13.0,2549358,1234,,,0.0,
SEDA,nadie sabe lo que va a pasar manana,Bad Bunny,13/10/2023,QMFME2364188,"2,009","32,1",138855240,"27,705",8044125,,33615045,"376,469",,,,4046637,6.0,665,,2.0,4812515,5.0,3418721,512,,201936,1.0,
Lace It,Lace It (with Eminem & benny blanco),Juice WRLD,16/12/2023,USUG12303678,"2,023","32,1",70180212,"15,523",14326985,,17251406,"381,254",,,,1318430001,3.0,2175,8.0,6.0,116566,12.0,2966991,1425,3068734,105692,1.0,
You Say,You Say,Lauren Daigle,13/07/2018,US8391800158,"2,033",32,542480898,"81,834",23568889,68.0,435065136,3809205,"236,6",53371812,401544074,45869358,96.0,125323,66.0,28.0,129538,46.0,239193666,181681,,10103507,0.0,
Watch The World Burn,Watch The World Burn,Falling In Reverse,31/01/2023,USEP42231004,"2,029",32,137204273,"42,638",4064739,69.0,105245546,1284515,"20,4",9349182,77626486,8536921,9.0,17229,24.0,5.0,715957,10.0,15279637,5846,,633695,1.0,
"Hukum - Thalaivar Alappara (From ""Jailer"")","Hukum - Thalaivar Alappara (From ""Jailer"")",Anirudh Ravichander,17/07/2023,QMBZ92351475,"2,03",32,143053873,"6,149",3893159,61.0,199585965,1829386,,175500,2909357,273397,5.0,12,,,,17.0,3311,,,168682,0.0,
With You,With You,AP Dhillon,11/08/2023,QMDA62306899,"2,025",32,159980783,"17,289",9007969,68.0,118381181,1270496,"15,519",1386029,21262061,,17.0,974,,2.0,6948,16.0,,,515771,215166,0.0,
HUMO,HUMO - Single,Chencho Corleone,04/04/2024,QZXSR2400016,"2,026",32,44035743,"2,761",31791992,,25128340,"318,423",,,,19076715,24.0,2476,133.0,15.0,213873,7.0,4610871,526,,124799,0.0,
